"","Frag.ID","Parent.ID","Treatment","Species","Time.Point","Depth","Tank.num","Notes","ID","Clade","C27.C3.C21.C27a","C15.C15ci.C15n.C15cj.C15cc.C15cl.C15l","C15.C15ci.C15cj.C15cm.C15ch.C15n.C15ck","C31.C17d.C31.1.C31a.C21.C17e.C21ac","C1d.C42.2.C1.C1k.C1b","C1d.C42.2.C1","C31.C17d.C21.C31.9.C31h.C31i.C21ac","C1.C1b.C1u.C3.C1bo","C42.2.C1.C1b.C3.C1au","C31.C17d.C21.C21ac.C31a.C17e.C31.9.C17f","C1.C3.C1c.C1b.C72k.C42.2","C17d.C31.C21.C21ac.C17e.C17f.C31.9","C31.C17d.C21.C31a.C21ac.C31g","C1d.C1df.C42.2.C1","C31.C17d.C21.C21ac.C31.1.C31a","C1.C3.C1c.C1b.C1w.C42.2","C1d.C42.2.C1ag.C1k.C42ax.C42ay.C1","C1.C1c.C1b.C1al.C72k","C1.C1d.C42.2.C3.C1b.C3cg.C45c.C115k.C1au.C41p","C15.C15n","C1.C3","C15.C1.C3.C1b","C31.C17d.C31.1","C31.C17d","C1d.C31","C15h.C15","C15.C31.C17d.C21.C15cl","C31.C17d.C21.C21ac.C31.9","C1.C42.2.C3cg.C1j.C1b.C3.C1au.C45c.C115k","C15h","D4.D1.D6.D1ab.D17d.D17j.D3h","D4.D1.D6.D1ab.D3h","D1.D4.D6.D1ab"
"166","SN109",302,"High","Pocillopora_acuta","T0","4.6","2","","SN109","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,25103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167","SN11",369,"Ambient","Montipora_capitata","T0","3.3","1","","SN11","CD",0,0,0,0,0,0,0,0,0,0,0,18277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22366,0,0
"168","SN110",369,"Ambient","Montipora_capitata","TF","3.3","4","","SN110","CD",0,0,0,0,0,0,0,0,0,0,0,20378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13692,0,0
"169","SN111",303,"High","Pocillopora_acuta","T0","4.9","2","","SN111","CCC",0,0,0,0,29673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","SN115",322,"Ambient","Porites_compressa","TF","1.5","4","","SN115","C15cj",0,0,19371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171","SN117",319,"Ambient","Porites_compressa","T1","3.1","1","","SN117","C15cj",0,0,9815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","SN122",319,"Ambient","Porites_compressa","TF","3.1","4","","SN122","C15cj",0,0,18686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","SN124",318,"Ambient","Porites_compressa","T1","2.1","5","","SN124","C15n",0,12431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","SN126",366,"Ambient","Montipora_capitata","T1","7","4","","SN126","CD",0,0,0,0,0,0,0,0,0,6292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13314,0
"175","SN127",366,"Ambient","Montipora_capitata","T1","7","9","REMOVE","SN127","CD",0,0,0,0,0,0,0,0,0,0,0,5040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16524,0
"176","SN131",324,"Ambient","Porites_compressa","TF","0.8","9","","SN131","C15n",0,13183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177","SN132",308,"Ambient","Pocillopora_acuta","TF","6.7","9","","SN132","CCC",0,0,0,0,22158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","SN134",319,"High","Porites_compressa","T1","3.1","2","Dup","SN134","C15cj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","SN134b",319,"High","Porites_compressa","T1","3.1","2","Dup","SN134b","C15cj",0,0,7854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180","SN138",324,"High","Porites_compressa","TF","0.8","11","","SN138","C15n",0,16533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181","SN141",366,"High","Montipora_capitata","TF","7","3","","SN141","CD",0,0,0,0,0,0,0,0,0,0,0,5543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18270,0
"182","SN145",374,"Ambient","Montipora_capitata","T0","3.2","4","","SN145","CD",0,0,0,11487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8927,0,0
"183","SN149",321,"Ambient","Porites_compressa","T1","1.3","5","","SN149","C15cj",0,0,10695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184","SN150",364,"High","Montipora_capitata","T1","6","11","","SN150","CD",0,0,0,0,0,0,14018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9213,0,0
"185","SN152",374,"Ambient","Montipora_capitata","TF","3.2","8","","SN152","CD",0,0,0,16413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14258,0,0
"186","SN157",322,"High","Porites_compressa","T1","1.5","6","","SN157","C15cj",0,0,15626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","SN158",307,"Ambient","Pocillopora_acuta","TF","4.9","5","","SN158","CCC",0,0,0,0,22458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188","SN161",313,"Ambient","Porites_compressa","T1","5.8","1","","SN161","C15n",0,15285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189","SN169",305,"Ambient","Pocillopora_acuta","TF","6.1","5","","SN169","C42",0,0,0,0,0,0,0,0,10887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190","SN170",307,"Ambient","Pocillopora_acuta","T1","4.9","1","","SN170","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","SN172",374,"Ambient","Montipora_capitata","T1","3.2","5","","SN172","CD",0,0,0,10141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9113,0,0
"192","SN18",301,"High","Pocillopora_acuta","T0","4.9","3","","SN18","CCC",0,0,0,0,25349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","SN181",316,"Ambient","Porites_compressa","T1","2","9","","SN181","C15n",0,12953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194","SN183",363,"Ambient","Montipora_capitata","TF","5.4","1","","SN183","C",0,0,0,0,0,0,23173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195","SN184",363,"Ambient","Montipora_capitata","T1","5.4","9","","SN184","C",0,0,0,0,0,0,16640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196","SN189",313,"Ambient","Porites_compressa","TF","5.8","4","","SN189","C15n",0,19618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","SN19",319,"Ambient","Porites_compressa","T0","3.1","5","","SN19","C15cj",0,0,19949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198","SN190",366,"High","Montipora_capitata","T1","7","2","","SN190","CD",0,0,0,0,0,0,0,0,0,5425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10201,0,0
"199","SN191",353,"Ambient","Pavona_varians","TF","3.6","4","","SN191","C1",0,0,0,0,0,0,0,0,0,0,20753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200","SN192",373,"Ambient","Montipora_capitata","T1","5.3","8","Dup","SN192","C",0,0,0,0,0,0,0,0,0,20630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","SN192b",373,"Ambient","Montipora_capitata","T1","5.3","8","Dup","SN192b","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2176,0,0,0,0,0
"202","SN197",309,"Ambient","Pocillopora_acuta","T1","5.5","8","","SN197","C42",0,0,0,0,0,0,0,0,10324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","SN198",305,"Ambient","Pocillopora_acuta","T1","6.1","9","Dup","SN198","C42",0,0,0,0,0,0,0,0,9553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","SN198b",305,"Ambient","Pocillopora_acuta","T1","6.1","9","Dup","SN198b","C42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6530,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205","SN2",306,"Ambient","Pocillopora_acuta","T0","6.1","11","","SN2","CCC",0,0,0,0,0,27316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206","SN205",320,"Ambient","Porites_compressa","TF","0.8","5","","SN205","C15cj",0,0,17131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","SN208",367,"Ambient","Montipora_capitata","TF","5.8","8","","SN208","C",0,0,0,30769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","SN209",301,"Ambient","Pocillopora_acuta","T1","4.9","4","Dup","SN209","CCC",0,0,0,0,0,27387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","SN209b",301,"Ambient","Pocillopora_acuta","T1","4.9","4","Dup","SN209b","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","SN21",372,"Ambient","Montipora_capitata","T0","5.6","1","","SN21","C",0,0,0,0,0,0,0,0,0,0,0,0,26252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","SN211",316,"Ambient","Porites_compressa","TF","2","8","","SN211","C15n",0,19943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212","SN217b",361,"Ambient","Pavona_varians","TF","6.8","8","Dup","SN217b","C1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","SN223",371,"Ambient","Montipora_capitata","TF","3.4","8","","SN223","C",0,0,0,23001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214","SN25",323,"Ambient","Porites_compressa","T0","1","4","","SN25","C15n",0,17515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215","SN3",322,"Ambient","Porites_compressa","T0","1.5","8","","SN3","C15cj",0,0,14563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","SN30",307,"Ambient","Pocillopora_acuta","T0","4.9","4","","SN30","CCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217","SN33",364,"High","Montipora_capitata","T0","6","7","","SN33","CD",0,0,0,0,0,0,8076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12753,0,0
"218","SN35",353,"Ambient","Pavona_varians","T0","3.6","11","","SN35","C1",0,0,0,0,0,0,0,0,0,0,25538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","SN37",322,"Ambient","Porites_compressa","T1","1.5","1","","SN37","C15cj",0,0,14299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220","SN38",371,"Ambient","Montipora_capitata","T0","3.4","8","","SN38","C",0,0,0,19673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,217,0
"221","SN4",308,"Ambient","Pocillopora_acuta","T0","6.7","9","","SN4","CCC",0,0,0,0,23647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222","SN40",365,"High","Montipora_capitata","T0","6.7","3","","SN40","CD",0,0,0,11656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9396,0,0
"223","SN42",364,"Ambient","Montipora_capitata","TF","6","5","","SN42","CD",0,0,0,0,0,0,11509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12112,0,0
"224","SN45",369,"Ambient","Montipora_capitata","T1","3.3","1","","SN45","CD",0,0,0,0,0,0,0,0,0,0,0,12884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8309,0,0
"225","SN47",316,"High","Porites_compressa","T0","2","6","","SN47","C15n",0,15464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226","SN49",317,"High","Porites_compressa","T0","2.2","2","Dup","S49","C15cj",0,0,19237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","SN49b",372,"Ambient","Montipora_capitata","T1","5.6","4","Dup","SN49","C",0,0,0,0,0,0,0,0,0,0,0,0,17160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","SN50",324,"Ambient","Porites_compressa","T0","0.8","5","","SN50","C15n",0,16036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229","SN55",318,"High","Porites_compressa","TF","2.1","6","","SN55","C15n",0,17075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230","SN56",309,"Ambient","Pocillopora_acuta","T0","5.5","1","","SN56","C42",0,0,0,0,0,0,0,0,14065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231","SN6",310,"Ambient","Pocillopora_acuta","T0","4","8","","SN6","CCC",0,0,0,0,23371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232","SN60",318,"High","Porites_compressa","T0","2.1","7","","SN60","C15n",0,22143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233","SN63",364,"Ambient","Montipora_capitata","T1","6","4","","SN63","CD",0,0,0,0,0,0,8104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8366,0,0
"234","SN64",360,"High","Pavona_varians","T0","2","8","","SN84","C27",20411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235","SN7",321,"Ambient","Porites_compressa","T0","1.3","1","","SN7","C15cj",0,0,15237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236","SN70",313,"High","Porites_compressa","T0","5.8","11","","SN70","C15n",0,17802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237","SN72",368,"High","Montipora_capitata","T0","3.7","7","","SN72","CD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5760,0,0
"238","SN77",314,"Ambient","Porites_compressa","TF","2.1","1","","SN77","C15cj",0,0,20438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239","SN78",324,"Ambient","Porites_compressa","T1","0.8","8","","SN78","C15n",0,12125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240","SN82",373,"Ambient","Montipora_capitata","T0","5.3","5","","SN82","C",0,0,0,0,0,0,0,0,0,19739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241","SN84",366,"High","Montipora_capitata","T0","7","6","","SN64","CD",0,0,0,0,0,0,0,0,0,5675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14533,0
"242","SN85",311,"Ambient","Pocillopora_acuta","T0","7.3","4","","SN85","C42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243","SN87",305,"High","Pocillopora_acuta","T0","6.1","3","","SN87","C42",0,0,0,0,0,0,0,0,8157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244","SN89",311,"Ambient","Pocillopora_acuta","T1","7.3","4","","SN89","C42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245","SN9",363,"High","Montipora_capitata","T0","5.4","11","","SN9","C",0,0,0,0,0,0,20250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246","SN92",368,"Ambient","Montipora_capitata","T1","3.7","8","","SN92","CD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5294,0,0
"247","SN94",367,"High","Montipora_capitata","T0","5.8","2","","SN94","C",0,0,0,21344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248","SN96",368,"Ambient","Montipora_capitata","TF","3.7","9","","SN96","CD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15362,0,0,0,0,0,693,0,0,0,0,0,0,0,0,0,8550,0,0
"249","SN98",317,"Ambient","Porites_compressa","TF","2.2","9","","SN98","C15cj",0,0,20916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250","SN98b",317,"Ambient","Porites_compressa","TF","2.2","9","","SN98b","C15cj",0,0,13766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
