Plate Name,Experiment Name,Specimen Name,Sample Name,Workspace Name,Plot Name,Gate Name,X Parameter,Y Parameter,Event Count,% Parent,% Total,Mean X,Mean Y,Median X,Median Y,Std. Dev. X,Std. Dev. Y,% C.V. X,% C.V. Y,Concentration
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,C8,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"3,006",Disabled,Disabled,"1,197,097.875000","6,134,780.500000","624,358.5","8,094,143.5",Disabled,Disabled,"112.672470%","50.647289%","22.432836"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,C8,Default,BL3-H vs Count,R1,BL3-H,Count,"348",Disabled,Disabled,"4,451,030.000000","---","4,773,877.0","---",Disabled,Disabled,"30.972165%","---","2.597015"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,C9,Default,Global,All Events,Global,Global,"4,659",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","34.768657"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,C9,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"1,200",Disabled,Disabled,"1,419,506.250000","5,398,327.500000","996,150.0","6,357,287.0",Disabled,Disabled,"94.074533%","50.823964%","8.955224"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,C9,Default,BL3-H vs Count,R1,BL3-H,Count,"409",Disabled,Disabled,"4,953,840.000000","---","5,346,067.0","---",Disabled,Disabled,"23.566897%","---","3.052239"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,C10,Default,Global,All Events,Global,Global,"12,165",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","90.111111"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,C10,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"941",Disabled,Disabled,"1,399,628.250000","5,324,262.000000","918,057.0","6,569,393.0",Disabled,Disabled,"97.676749%","56.988039%","6.970370"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,C10,Default,BL3-H vs Count,R1,BL3-H,Count,"275",Disabled,Disabled,"4,388,472.500000","---","4,503,124.0","---",Disabled,Disabled,"28.204407%","---","2.037037"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,C11,Default,Global,All Events,Global,Global,"3,747",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","27.962687"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,C11,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"494",Disabled,Disabled,"1,421,055.750000","4,924,923.500000","893,158.5","5,394,023.5",Disabled,Disabled,"97.238717%","52.540847%","3.686567"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,C11,Default,BL3-H vs Count,R1,BL3-H,Count,"255",Disabled,Disabled,"4,564,929.000000","---","4,749,991.0","---",Disabled,Disabled,"24.327051%","---","1.902985"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,C12,Default,Global,All Events,Global,Global,"9,303",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","68.911111"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,C12,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"3,193",Disabled,Disabled,"602,586.937500","7,131,834.000000","473,129.0","7,829,646.0",Disabled,Disabled,"101.708778%","24.527418%","23.651852"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,C12,Default,BL3-H vs Count,R1,BL3-H,Count,"569",Disabled,Disabled,"5,153,614.000000","---","5,509,266.0","---",Disabled,Disabled,"21.099873%","---","4.214815"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D1,Default,Global,All Events,Global,Global,"14,581",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","108.813433"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D1,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"3,855",Disabled,Disabled,"725,244.125000","6,289,332.500000","425,232.0","7,375,399.0",Disabled,Disabled,"138.943645%","37.975803%","28.768657"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D1,Default,BL3-H vs Count,R1,BL3-H,Count,"1,329",Disabled,Disabled,"4,558,446.000000","---","4,654,418.0","---",Disabled,Disabled,"23.554754%","---","9.917910"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D2,Default,Global,All Events,Global,Global,"10,526",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","78.552239"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D2,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"1,290",Disabled,Disabled,"1,652,766.500000","4,722,243.000000","1,124,547.0","4,478,051.0",Disabled,Disabled,"85.198575%","53.210371%","9.626866"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D2,Default,BL3-H vs Count,R1,BL3-H,Count,"804",Disabled,Disabled,"4,111,709.000000","---","4,044,806.5","---",Disabled,Disabled,"25.754005%","---","6.000000"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D3,Default,Global,All Events,Global,Global,"10,357",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","77.291045"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D3,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"2,123",Disabled,Disabled,"1,564,071.375000","5,067,020.500000","1,037,061.0","5,895,931.0",Disabled,Disabled,"89.365135%","52.732784%","15.843284"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D3,Default,BL3-H vs Count,R1,BL3-H,Count,"819",Disabled,Disabled,"5,165,660.500000","---","5,401,013.0","---",Disabled,Disabled,"18.700484%","---","6.111940"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D4,Default,Global,All Events,Global,Global,"7,567",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","56.051852"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D4,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"1,103",Disabled,Disabled,"1,488,315.125000","5,851,041.000000","1,003,405.0","6,991,503.0",Disabled,Disabled,"90.622139%","47.399809%","8.170370"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D4,Default,BL3-H vs Count,R1,BL3-H,Count,"314",Disabled,Disabled,"4,418,342.000000","---","4,448,864.5","---",Disabled,Disabled,"30.882481%","---","2.325926"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D5,Default,Global,All Events,Global,Global,"11,781",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","87.917910"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D5,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"2,694",Disabled,Disabled,"580,995.875000","6,767,344.000000","394,099.0","7,791,732.5",Disabled,Disabled,"133.742634%","34.002372%","20.104478"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D5,Default,BL3-H vs Count,R1,BL3-H,Count,"401",Disabled,Disabled,"5,177,203.000000","---","5,584,193.0","---",Disabled,Disabled,"21.225290%","---","2.992537"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D6,Default,Global,All Events,Global,Global,"4,823",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","35.992537"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D6,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"710",Disabled,Disabled,"876,865.500000","6,630,951.000000","485,518.0","8,137,812.0",Disabled,Disabled,"129.491239%","40.541270%","5.298507"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D6,Default,BL3-H vs Count,R1,BL3-H,Count,"89",Disabled,Disabled,"4,705,377.500000","---","4,913,691.0","---",Disabled,Disabled,"27.700551%","---","0.664179"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D7,Default,Global,All Events,Global,Global,"13,788",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","102.895522"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D7,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"3,018",Disabled,Disabled,"684,205.625000","6,801,556.500000","449,993.5","8,126,401.5",Disabled,Disabled,"121.869522%","37.084556%","22.522388"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D7,Default,BL3-H vs Count,R1,BL3-H,Count,"293",Disabled,Disabled,"4,663,115.500000","---","5,168,067.0","---",Disabled,Disabled,"29.044935%","---","2.186567"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D8,Default,Global,All Events,Global,Global,"6,415",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","47.518519"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D8,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"2,174",Disabled,Disabled,"1,133,352.500000","4,976,746.500000","670,819.5","5,541,936.5",Disabled,Disabled,"114.239855%","50.310745%","16.103704"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D8,Default,BL3-H vs Count,R1,BL3-H,Count,"1,134",Disabled,Disabled,"4,664,300.500000","---","4,848,897.5","---",Disabled,Disabled,"24.488978%","---","8.400000"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D9,Default,Global,All Events,Global,Global,"12,748",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","95.134328"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D9,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"2,702",Disabled,Disabled,"584,395.312500","6,957,262.500000","381,696.5","8,155,953.0",Disabled,Disabled,"136.158251%","33.523085%","20.164179"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D9,Default,BL3-H vs Count,R1,BL3-H,Count,"357",Disabled,Disabled,"4,613,574.500000","---","4,861,665.0","---",Disabled,Disabled,"26.933303%","---","2.664179"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D10,Default,Global,All Events,Global,Global,"13,332",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","99.492537"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D10,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"7,137",Disabled,Disabled,"551,535.187500","4,948,787.000000","353,394.0","5,527,823.0",Disabled,Disabled,"130.118885%","55.345411%","53.261194"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D10,Default,BL3-H vs Count,R1,BL3-H,Count,"2,253",Disabled,Disabled,"4,098,774.500000","---","4,199,643.0","---",Disabled,Disabled,"35.971292%","---","16.813433"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D11,Default,Global,All Events,Global,Global,"5,826",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","43.477612"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D11,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"1,574",Disabled,Disabled,"1,200,548.250000","5,830,614.000000","967,053.5","6,300,515.0",Disabled,Disabled,"82.371825%","37.238021%","11.746269"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D11,Default,BL3-H vs Count,R1,BL3-H,Count,"684",Disabled,Disabled,"5,163,802.500000","---","5,448,105.5","---",Disabled,Disabled,"18.862659%","---","5.104478"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D12,Default,Global,All Events,Global,Global,"19,322",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","143.125926"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D12,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"3,788",Disabled,Disabled,"1,668,368.750000","4,911,108.000000","1,083,652.0","5,914,624.5",Disabled,Disabled,"92.006496%","58.117863%","28.059259"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,D12,Default,BL3-H vs Count,R1,BL3-H,Count,"1,302",Disabled,Disabled,"5,015,563.000000","---","5,365,160.5","---",Disabled,Disabled,"22.287593%","---","9.644444"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E1,Default,Global,All Events,Global,Global,"2,688",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","20.059701"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E1,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"258",Disabled,Disabled,"1,458,874.375000","4,465,267.000000","1,005,059.5","3,973,589.0",Disabled,Disabled,"91.795807%","59.160779%","1.925373"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E1,Default,BL3-H vs Count,R1,BL3-H,Count,"164",Disabled,Disabled,"3,880,540.750000","---","3,637,200.5","---",Disabled,Disabled,"31.018731%","---","1.223881"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E2,Default,Global,All Events,Global,Global,"11,248",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","83.318519"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E2,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"2,547",Disabled,Disabled,"797,087.625000","5,645,327.500000","506,374.0","6,428,086.0",Disabled,Disabled,"125.527369%","46.471113%","18.866667"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E2,Default,BL3-H vs Count,R1,BL3-H,Count,"990",Disabled,Disabled,"4,288,696.500000","---","4,266,368.5","---",Disabled,Disabled,"26.212819%","---","7.333333"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E3,Default,Global,All Events,Global,Global,"8,673",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","64.244444"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E3,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"1,635",Disabled,Disabled,"836,748.062500","6,409,245.000000","429,236.0","8,023,639.0",Disabled,Disabled,"133.435878%","43.713593%","12.111111"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E3,Default,BL3-H vs Count,R1,BL3-H,Count,"190",Disabled,Disabled,"4,822,676.500000","---","5,256,688.0","---",Disabled,Disabled,"25.857931%","---","1.407407"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E4,Default,Global,All Events,Global,Global,"8,550",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","63.333333"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E4,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"1,990",Disabled,Disabled,"822,920.312500","6,468,257.000000","573,621.5","7,367,452.5",Disabled,Disabled,"112.726308%","36.739206%","14.740741"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E4,Default,BL3-H vs Count,R1,BL3-H,Count,"413",Disabled,Disabled,"5,032,112.000000","---","5,414,403.0","---",Disabled,Disabled,"22.865814%","---","3.059259"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E5,Default,Global,All Events,Global,Global,"3,517",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","26.246269"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E5,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"782",Disabled,Disabled,"1,022,871.437500","3,295,114.250000","675,339.0","3,169,094.5",Disabled,Disabled,"108.901650%","54.008275%","5.835821"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E5,Default,BL3-H vs Count,R1,BL3-H,Count,"580",Disabled,Disabled,"3,749,223.500000","---","3,636,934.5","---",Disabled,Disabled,"27.206522%","---","4.328358"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E6,Default,Global,All Events,Global,Global,"5,340",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","39.850746"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E6,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"1,175",Disabled,Disabled,"1,385,854.875000","4,079,511.750000","698,909.0","4,193,657.0",Disabled,Disabled,"114.176539%","54.152357%","8.768657"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E6,Default,BL3-H vs Count,R1,BL3-H,Count,"919",Disabled,Disabled,"4,331,670.000000","---","4,301,428.0","---",Disabled,Disabled,"24.608110%","---","6.858209"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E7,Default,Global,All Events,Global,Global,"5,079",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","37.622222"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E7,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"2,310",Disabled,Disabled,"655,673.625000","4,688,974.500000","409,741.5","4,630,773.0",Disabled,Disabled,"141.065162%","45.150827%","17.111111"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E7,Default,BL3-H vs Count,R1,BL3-H,Count,"1,527",Disabled,Disabled,"4,364,901.500000","---","4,331,418.0","---",Disabled,Disabled,"23.677474%","---","11.311111"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E8,Default,Global,All Events,Global,Global,"8,780",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","65.522388"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E8,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"1,272",Disabled,Disabled,"978,537.187500","6,436,877.500000","749,308.5","8,031,469.0",Disabled,Disabled,"99.772122%","42.817558%","9.492537"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E8,Default,BL3-H vs Count,R1,BL3-H,Count,"158",Disabled,Disabled,"4,457,558.500000","---","4,768,481.0","---",Disabled,Disabled,"31.974224%","---","1.179104"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E9,Default,Global,All Events,Global,Global,"14,325",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","106.902985"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E9,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"3,054",Disabled,Disabled,"1,688,974.125000","3,805,675.750000","987,608.0","3,484,578.5",Disabled,Disabled,"92.598155%","57.818595%","22.791045"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E9,Default,BL3-H vs Count,R1,BL3-H,Count,"2,272",Disabled,Disabled,"3,765,727.750000","---","3,600,317.5","---",Disabled,Disabled,"27.229486%","---","16.955224"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E10,Default,Global,All Events,Global,Global,"4,920",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","36.716418"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E10,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"1,128",Disabled,Disabled,"1,288,498.625000","6,672,862.000000","1,017,183.5","8,031,638.0",Disabled,Disabled,"77.482165%","38.695323%","8.417910"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,m_capitata,E10,Default,BL3-H vs Count,R1,BL3-H,Count,"140",Disabled,Disabled,"4,747,916.500000","---","5,208,153.5","---",Disabled,Disabled,"27.728526%","---","1.044776"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,blanksplateA,F1,Default,Global,All Events,Global,Global,"0",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","0.000000"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,blanksplateA,F1,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"0",Disabled,Disabled,"0.000000","0.000000","0.0","0.0",Disabled,Disabled,"---","---","0.000000"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,blanksplateA,F1,Default,BL3-H vs Count,R1,BL3-H,Count,"0",Disabled,Disabled,"0.000000","---","0.0","---",Disabled,Disabled,"---","---","0.000000"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,blanksplateA,F2,Default,Global,All Events,Global,Global,"0",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","0.000000"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,blanksplateA,F2,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"0",Disabled,Disabled,"0.000000","0.000000","0.0","0.0",Disabled,Disabled,"---","---","0.000000"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,blanksplateA,F2,Default,BL3-H vs Count,R1,BL3-H,Count,"0",Disabled,Disabled,"0.000000","---","0.0","---",Disabled,Disabled,"---","---","0.000000"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,blanksplateA,G1,Default,Global,All Events,Global,Global,"0",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","0.000000"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,blanksplateA,G1,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"0",Disabled,Disabled,"0.000000","0.000000","0.0","0.0",Disabled,Disabled,"---","---","0.000000"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,blanksplateA,G1,Default,BL3-H vs Count,R1,BL3-H,Count,"0",Disabled,Disabled,"0.000000","---","0.0","---",Disabled,Disabled,"---","---","0.000000"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,blanksplateA,G2,Default,Global,All Events,Global,Global,"0",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","0.000000"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,blanksplateA,G2,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"0",Disabled,Disabled,"0.000000","0.000000","0.0","0.0",Disabled,Disabled,"---","---","0.000000"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,blanksplateA,G2,Default,BL3-H vs Count,R1,BL3-H,Count,"0",Disabled,Disabled,"0.000000","---","0.0","---",Disabled,Disabled,"---","---","0.000000"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,RoguePvarians,H1,Default,Global,All Events,Global,Global,"19,855",Disabled,Disabled,"0.000000","0.000000","---","---",Disabled,Disabled,"---","---","147.074074"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,RoguePvarians,H1,Default,VL3-A vs BL3-H,Symbiodinium,VL3-A,BL3-H,"8,096",Disabled,Disabled,"1,215,783.250000","2,358,965.250000","733,070.5","1,597,749.5",Disabled,Disabled,"104.434333%","78.159608%","59.970370"
Symbio.Counts.Dec.14.2018.PlateA,Experiment,RoguePvarians,H1,Default,BL3-H vs Count,R1,BL3-H,Count,"2,776",Disabled,Disabled,"3,789,058.000000","---","3,654,459.0","---",Disabled,Disabled,"31.592842%","---","20.562963"
